id,area,sex,age,antiquity,salary,state,chapter,seniority
25d18b0a26dca9333bd52cbee37240b3,CUSTOMER SUCCESS,MASCULINO,33.0,7.0,52,active,BACKEND,ADVANCED
25e9b8a3ef5973f128d51c4e19f944cb,CUSTOMER SUCCESS,MASCULINO,34.0,8.0,3604000,retired,CIENCIA DE DATOS,ADVANCED
264c79696184d0cd1904a35a18329140,CUSTOMER SUCCESS,MASCULINO,30.0,3.0,4505000,active,COMERCIAL,ADVANCED
265fec412bd637e83f07ad48a9dc4b38,CUSTOMER SUCCESS,MASCULINO,30.0,45.0,4108000,retired,BUSINESS CONSULTING,JUNIOR
26b9545b6127964b3aa4ba70aa176b39,CUSTOMER SUCCESS,MASCULINO,23.0,29.0,3000000,active,BACKEND,JUNIOR
27006b847745901b1ead74aa8d18aa96,CUSTOMER SUCCESS,FEMENINO,29.0,21.0,4500000,active,LIDERAZGO,JUNIOR
275956655616ab286edcdf069e1ff157,CUSTOMER SUCCESS,MASCULINO,23.0,14.0,4700000,active,FRONTEND,ADVANCED
27677a84508b097f1a8c32b146500562,TALENT ACQUISITION,FEMENINO,49.0,215.0,41500000,active,HEAD,MASTER
277236aefe26ec43b1ce4ca532b86a52,CUSTOMER SUCCESS,MASCULINO,27.0,17.0,5500000,active,MOVIL,ADVANCED
27865d579b850bc116a5e82f697e414c,CUSTOMER SUCCESS,MASCULINO,34.0,7.0,8750000,retired,ARQUITECTURA,JUNIOR
27d5bffabf744ef0e0c34acc28d896be,CUSTOMER SUCCESS,MASCULINO,31.0,26.0,8000000,active,BACKEND,SENIOR
28002904b3c3d384d4471c59e4eda63c,CUSTOMER SUCCESS,FEMENINO,32.0,5.0,7005000,retired,LIDERAZGO,ADVANCED
280580a24eb302a9225a7c9e3f2c2dcc,CUSTOMER SUCCESS,MASCULINO,21.0,20.0,3000000,retired,FRONTEND,JUNIOR
2886a0082a6dad2805ead5758dd6a9e9,CUSTOMER SUCCESS,MASCULINO,28.0,25.0,5000000,retired,FRONTEND,ADVANCED
28b83decfc6bed98885c1e45027a5335,CUSTOMER SUCCESS,FEMENINO,37.0,10.0,4307000,active,EXPERIENCIA_USUARIO,ADVANCED
2916666702422074694661b33348cbd3,CUSTOMER SUCCESS,MASCULINO,30.0,128.0,20000000,active,ARQUITECTURA,MASTER
2967c44d60dea4e56c24cc4e596e17a3,CUSTOMER SUCCESS,MASCULINO,26.0,8.0,2400000,retired,FRONTEND,ADVANCED
29d51e340d3a5f6ff3b2ee52f8a8ab95,CUSTOMER SUCCESS,MASCULINO,19.0,13.0,4000000,active,FRONTEND,ADVANCED
29e758737afd5b0730761d235514a3c4,CUSTOMER SUCCESS,MASCULINO,26.0,6.0,10500000,active,ARQUITECTURA,JUNIOR
2a111a95436eeecb9755fbd6261a9c10,CUSTOMER SUCCESS,MASCULINO,39.0,28.0,6700000,active,BACKEND,ADVANCED
2a44a613a54cbbe9f0a0824d2aa6626e,CUSTOMER SUCCESS,MASCULINO,38.0,13.0,90,active,BACKEND,ADVANCED
2a48ce8e36a56a8c199e2aed5408f409,CUSTOMER SUCCESS,MASCULINO,25.0,20.0,3004000,active,CLOUD OPS,JUNIOR
2a4dfe5c01d9150e90e30cb3895fb966,CUSTOMER SUCCESS,MASCULINO,40.0,5.0,5600000,active,INTEGRACION,ADVANCED
2a515f34c3db3e0025c47c774f0f9f5f,CUSTOMER SUCCESS,MASCULINO,43.0,24.0,5000000,active,BACKEND,ADVANCED
2a62467e2d2fcf97c14a352eb7f4aaab,CUSTOMER SUCCESS,MASCULINO,22.0,7.0,3000000,active,BACKEND,JUNIOR
2aba75dc1d5f68926fa1db2935adb70d,CUSTOMER SUCCESS,MASCULINO,27.0,16.0,5500000,retired,FRONTEND,MASTER
2b21866b1f815ef85b1a661cce826b45,PRAGMA_REGIONES,FEMENINO,33.0,7.0,28000000,active,LIDERAZGO,SENIOR
2b9ea43511e1bd43a7da3a0cdfe775e0,CUSTOMER SUCCESS,MASCULINO,33.0,45.0,4200000,retired,BACKEND,JUNIOR
2bce53dfa4f92410c8b9da4fa2172ad0,CUSTOMER SUCCESS,MASCULINO,26.0,17.0,5400000,active,MOVIL,ADVANCED
2c605283942be6c9ba6ec48c11f27bf6,CUSTOMER SUCCESS,MASCULINO,53.0,2.0,9500000,retired,LIDERAZGO,SENIOR
2c83626719b03fff1bbb5eb3e3449534,CUSTOMER SUCCESS,FEMENINO,25.0,11.0,2800000,active,BACKEND,JUNIOR
2c89a7c0f1a6e751ceb0d70353937645,CUSTOMER SUCCESS,MASCULINO,25.0,7.0,5200000,active,BACKEND,JUNIOR
2cb2b318a8c8d077f38faee2174f3e3a,CUSTOMER SUCCESS,MASCULINO,31.0,143.0,15080000,active,ARQUITECTURA,ADVANCED
2cb4842a457867d69bb14d325b4b3f92,CUSTOMER SUCCESS,MASCULINO,25.0,15.0,4700000,active,BACKEND,ADVANCED
2cb82a2b8663a18edfc0ba9bde1c38ca,TALENT POOL,MASCULINO,24.0,9.0,2400000,retired,BACKEND,JUNIOR
2cbc0f2d708d7c05b8e50a680963bbd7,CUSTOMER SUCCESS,MASCULINO,34.0,9.0,9000000,active,ARQUITECTURA,JUNIOR
2cdefdeef255df4ae6f110e9b9887bc5,CUSTOMER SUCCESS,MASCULINO,32.0,35.0,8000000,active,LIDERAZGO,ADVANCED
2cfa213a3f01d9caeaac9b9da06e2ccf,CUSTOMER SUCCESS,FEMENINO,31.0,70.0,4500000,retired,UI,MASTER
2d2891494ec6034439e6959fa2154643,CUSTOMER SUCCESS,MASCULINO,19.0,6.0,1160000,active,BACKEND,TRAINEE
2d735e07f06700ca5c7e10855cf1b674,CUSTOMER SUCCESS,MASCULINO,33.0,20.0,6200000,active,FRONTEND,SENIOR
2dcef4a755cc3f313d328de10d7af540,CUSTOMER SUCCESS,MASCULINO,33.0,3.0,3500000,active,INTEGRACION,JUNIOR
2e52c3d3759a793b74fcb6b40ad72d9d,CUSTOMER SUCCESS,MASCULINO,21.0,3.0,3000000,active,INTEGRACION,JUNIOR
2e61982785376d12397c94ad264704c0,CUSTOMER SUCCESS,MASCULINO,29.0,20.0,3409000,active,LIDERAZGO,JUNIOR
2f638f36be6954a3f6d53f66c29c6077,CUSTOMER SUCCESS,MASCULINO,27.0,28.0,7000000,active,FRONTEND,ADVANCED
2fb1435bd3060593c5440fb5a6878f5e,CUSTOMER SUCCESS,MASCULINO,38.0,130.0,7800000,active,BACKEND,SENIOR
2fde839982d3f8b99b8582c2c4aa617a,CUSTOMER SUCCESS,MASCULINO,31.0,20.0,10000000,active,CLOUD OPS,SENIOR
3018aee1827fed7da05afc9a26b002db,CUSTOMER SUCCESS,MASCULINO,36.0,88.0,15200000,active,ARQUITECTURA,ADVANCED
307cf10b249408635174e81b58103d2e,RETAIL_FINANCIAL_BD,FEMENINO,38.0,25.0,10200000,retired,COMERCIAL,ADVANCED
30c430a9b42a004e3137a47b4e9402f5,CUSTOMER SUCCESS,MASCULINO,27.0,4.0,3600000,active,BACKEND,JUNIOR
30e86496bdffd5fee8ac6474073c11f2,CUSTOMER SUCCESS,MASCULINO,35.0,6.0,6000000,active,FRONTEND,SENIOR
312dfc69794d82c5c2c038f25ebb60ef,CUSTOMER SUCCESS,MASCULINO,35.0,16.0,7700000,active,INTEGRACION,SENIOR
3144eee260a0775e127fd582843770c8,TALENT POOL,MASCULINO,26.0,4.0,2000000,retired,FRONTEND,JUNIOR
3154650915eafa71b9d6522e8d9c829a,CUSTOMER SUCCESS,FEMENINO,33.0,56.0,12000000,active,COMERCIAL,ADVANCED
31ba852a3832670af6ac4856b103ad76,CUSTOMER SUCCESS,MASCULINO,31.0,9.0,4000000,active,BACKEND,ADVANCED
31f140050f832177ca1feb680bf56f26,TALENT POOL,MASCULINO,24.0,2.0,35,active,BACKEND,JUNIOR
32415da0f20dd64c30a3ddc97bea8730,CUSTOMER SUCCESS,MASCULINO,30.0,7.0,47,active,BACKEND,ADVANCED
32626ff555e223c60c2191ffcd98f1af,CUSTOMER SUCCESS,MASCULINO,23.0,3.0,3500000,retired,FRONT MOVIL,ADVANCED
3270928d94993af20c22172ca70e2768,CUSTOMER SUCCESS,MASCULINO,30.0,9.0,4200000,retired,CERTIFICACION,MASTER
327b1a8d50c03d47065522ee3025b543,CUSTOMER SUCCESS,MASCULINO,31.0,21.0,3209000,retired,BACKEND,ADVANCED
32c94e7605821958e721145c88c70d8e,CUSTOMER SUCCESS,MASCULINO,29.0,17.0,7300000,active,MOVIL,ADVANCED
32d7d65e8fef03b2c491a3b1df2297ea,CUSTOMER SUCCESS,MASCULINO,23.0,15.0,4700000,retired,BACKEND,ADVANCED
32dc6991a9425ee7243b599e281135f4,CUSTOMER SUCCESS,MASCULINO,38.0,51.0,6000000,retired,BACKEND,MASTER
32dd41d4aba4959547767f9872a037a7,CUSTOMER SUCCESS,MASCULINO,25.0,17.0,45,active,INTEGRACION,ADVANCED
32ee1982fb93dc7cd2101dd771cdd6ff,CUSTOMER SUCCESS,MASCULINO,27.0,15.0,4700000,active,FRONTEND,ADVANCED
331af8abd7a12c05c24e1083c4d0054b,GROWTH,FEMENINO,26.0,44.0,3208000,active,EXPERIENCIA_USUARIO,ADVANCED
334b42d890e73ec3d64b84dd65e40437,CUSTOMER SUCCESS,MASCULINO,38.0,3.0,3005000,active,INTEGRACION,JUNIOR
3357e3fc6ae1239454fdce6753ef6b5a,CUSTOMER SUCCESS,MASCULINO,33.0,6.0,4006000,active,INTEGRACION,ADVANCED
3380dc3969ca1cfb50a537d17602e86b,GROWTH,MASCULINO,38.0,27.0,5500000,active,GROWTH_,MASTER
33a441f27a293014d31c3dd9347d3dda,CUSTOMER SUCCESS,MASCULINO,25.0,6.0,4600000,active,MOVIL,ADVANCED
33c8fa17090eb0a0e5d3537dcca1c885,CUSTOMER SUCCESS,MASCULINO,26.0,8.0,2600000,retired,BACKEND,JUNIOR
33ca2ceb198e9989cce7abf513e2ff1a,CUSTOMER SUCCESS,MASCULINO,29.0,18.0,4800000,active,CLOUD OPS,JUNIOR
3445c1afdeda6fa0bc92afa167353ba2,CUSTOMER SUCCESS,MASCULINO,33.0,16.0,6000000,retired,FRONTEND,SENIOR
344ecf61ddf86a4225acd97a879bb5ed,CUSTOMER SUCCESS,MASCULINO,25.0,13.0,4700000,active,BACKEND,ADVANCED
34efc7a743b95ff055dc2c3ff0998c3f,CUSTOMER SUCCESS,FEMENINO,27.0,18.0,6200000,active,DEVSECOPS,SENIOR
3547f994446c7c81951437d11ef716ff,CUSTOMER SUCCESS,MASCULINO,24.0,13.0,3303000,active,FRONTEND,JUNIOR
3587d64784b4f98d904fef752353e50c,CUSTOMER SUCCESS,FEMENINO,21.0,18.0,3006000,retired,MOVIL,JUNIOR
35e362571886a0da7222375816cc233c,CUSTOMER SUCCESS,MASCULINO,32.0,39.0,5850000,active,FRONTEND,ADVANCED
360c06c280cba038a9ab0aaf46f519e6,CUSTOMER SUCCESS,FEMENINO,24.0,53.0,7000000,active,CLOUD OPS,ADVANCED
36333e24d54d5e773fde0e511bfca777,CUSTOMER SUCCESS,MASCULINO,37.0,25.0,10000000,active,INTEGRACION,SENIOR
365dab6fcef727f49be90206d703a992,CUSTOMER SUCCESS,MASCULINO,42.0,11.0,5000000,retired,CIENCIA DE DATOS,ADVANCED
36c99e4cddacb1f5b481e64008a9a0d7,CUSTOMER SUCCESS,MASCULINO,25.0,7.0,3505000,retired,MOVIL,ADVANCED
36da28043fa7d9e778dfc40705e80d0b,CUSTOMER SUCCESS,MASCULINO,31.0,11.0,2500000,retired,FRONTEND,JUNIOR
36e7306f8e2cb576534cc930f96cb433,CUSTOMER SUCCESS,MASCULINO,27.0,21.0,7000000,active,BACKEND,ADVANCED
36e784d895da8113a96ae06e2c0ba02c,CUSTOMER SUCCESS,MASCULINO,25.0,9.0,4700000,active,BACKEND,ADVANCED
36edb8f7e5fdcfc134241e8771883d84,CUSTOMER SUCCESS,MASCULINO,39.0,23.0,6700000,retired,LIDERAZGO,ADVANCED
375959336a2226eff5b7db4acafff537,CUSTOMER SUCCESS,FEMENINO,20.0,18.0,4300000,active,CALIDAD DE SOFTWARE,ADVANCED
37704711caa04560fab255f72e478b5b,CUSTOMER SUCCESS,FEMENINO,26.0,20.0,4500000,active,EXPERIENCIA_USUARIO,JUNIOR
37925b1642ca9525b16a68e35e092fa2,TALENT POOL,MASCULINO,37.0,6.0,4000000,active,CLOUD OPS,JUNIOR
37a42d9b9039481067797c709190f923,CUSTOMER SUCCESS,MASCULINO,36.0,17.0,3307000,active,EXPERIENCIA_USUARIO,ADVANCED
37ca0ae3bf2497d25d38ccfdce5b5490,CUSTOMER SUCCESS,MASCULINO,41.0,37.0,4500000,retired,UI,MASTER
37edbd8853aa5990dacbedc1e3392f9d,CUSTOMER SUCCESS,MASCULINO,26.0,5.0,3600000,active,FRONTEND,JUNIOR
381d9307a0d0a7879676a3e9c17ac421,CUSTOMER SUCCESS,MASCULINO,23.0,12.0,41,active,FRONTEND,JUNIOR
384a80c2969095665cdd8efda55d5d98,CUSTOMER SUCCESS,MASCULINO,26.0,5.0,4006000,active,CLOUD OPS,ADVANCED
386b6a65cd901d6fc3f0770c355d1658,CUSTOMER SUCCESS,MASCULINO,34.0,19.0,5500000,retired,BACKEND,ADVANCED
38a6f3721f418b80709dc265a49bc220,CUSTOMER SUCCESS,FEMENINO,27.0,11.0,3303000,active,GROWTH_,SENIOR
38b755193a206412c645a405be76070a,PEOPLE DEVELOPMENT,MASCULINO,28.0,7.0,2400000,retired,CIENCIA DE DATOS,ADVANCED
38bdc5c105c79cd0c516656419fdddbb,CUSTOMER SUCCESS,FEMENINO,23.0,6.0,3000000,active,FRONTEND,JUNIOR
3907db4303a99a6f3af7c759aa87f5b1,CUSTOMER SUCCESS,MASCULINO,29.0,16.0,4500000,retired,FRONT MOVIL,ADVANCED
392d048e8c7da192f8f07a6414b4a558,CUSTOMER SUCCESS,MASCULINO,34.0,9.0,6500000,active,INTEGRACION,ADVANCED
396c32deddf7e4905bcbc54fbc951a24,CUSTOMER SUCCESS,MASCULINO,22.0,32.0,3208000,retired,FRONTEND,JUNIOR
396fab5ed8a8ea11cb8781bfe31231ab,CUSTOMER SUCCESS,MASCULINO,38.0,6.0,5000000,active,FRONTEND,ADVANCED
3a1793202bb672dcf97f3d97837c53f5,CUSTOMER SUCCESS,MASCULINO,36.0,9.0,4500000,active,INTEGRACION,ADVANCED
3a1fc1cffb1a8c91ac101a153672eab0,TALENT POOL,MASCULINO,22.0,5.0,2050000,retired,BACKEND,TRAINEE
3a1fc1cffb1a8c91ac101a153672eab0,CUSTOMER SUCCESS,MASCULINO,22.0,5.0,3000000,active,BACKEND,JUNIOR
3a365fb516b72266a8245bb18de0d584,CUSTOMER SUCCESS,MASCULINO,29.0,14.0,5500000,retired,ECOMMERCE,ADVANCED
3a48d60054f4eacd652975eeb487643e,CUSTOMER SUCCESS,MASCULINO,21.0,18.0,2500000,active,BACKEND,JUNIOR
3a90f2a40e271aba156e348638686f19,CUSTOMER SUCCESS,MASCULINO,37.0,5.0,3500000,active,FRONTEND,JUNIOR
3b1277c0ebc2afcbe93824e9f623c7d5,GROWTH,FEMENINO,28.0,11.0,3510000,active,GROWTH_,SENIOR
3b3f7fbafb1db2b6320565b2db4f856a,TALENT POOL,MASCULINO,22.0,6.0,2800000,active,FRONTEND,TRAINEE
3b6463082c22bf094717fd8cbf7cc2c0,CUSTOMER SUCCESS,MASCULINO,31.0,35.0,3807000,retired,MOVIL,ADVANCED
3b76c8a08f648b2e7f04d22b9b4d3944,CUSTOMER SUCCESS,MASCULINO,22.0,9.0,3006000,active,FRONTEND,JUNIOR
3ba07927ff2ab8dc5b707ae5ee182905,CUSTOMER SUCCESS,MASCULINO,27.0,66.0,7000000,active,FRONTEND,SENIOR
3bca244f041f2472b37383cf2d77e02d,CUSTOMER SUCCESS,MASCULINO,33.0,31.0,5000000,retired,BACKEND,ADVANCED
3be12667e75617d9bc40cf161adef336,CUSTOMER SUCCESS,MASCULINO,28.0,32.0,7500000,active,MOVIL,SENIOR
3c43a578f8830898ec2a3db37df24924,CUSTOMER SUCCESS,MASCULINO,27.0,15.0,4950000,active,FRONTEND,ADVANCED
3c90a86c8feb1eb71e1161f957488860,CUSTOMER SUCCESS,MASCULINO,26.0,7.0,35,active,INTEGRACION,JUNIOR
3ce2d57fd310dd744219f2267869e236,CUSTOMER SUCCESS,MASCULINO,37.0,12.0,55,active,BACKEND,ADVANCED
3d3d0b0e1c89de68717aef145f642443,CUSTOMER SUCCESS,MASCULINO,33.0,5.0,3505000,retired,UI,ADVANCED
3d8ebca0e71441615403663c086c70ed,CUSTOMER SUCCESS,MASCULINO,35.0,5.0,5400000,active,INTEGRACION,ADVANCED
3da7148ab9b4d5a482f196f73bb7a1bd,CUSTOMER SUCCESS,MASCULINO,23.0,3.0,3500000,active,BACKEND,JUNIOR
3da81b13e23dfb1467decddfa216a756,TALENT POOL,MASCULINO,22.0,9.0,3004000,active,MOVIL,ADVANCED
3dee077dda45351b352701f59eadbe95,CUSTOMER SUCCESS,FEMENINO,25.0,53.0,3505500,active,FRONTEND,JUNIOR
3e09fc1c5905126a811145e5028a5242,RETAIL_FINANCIAL_BD,FEMENINO,33.0,12.0,16000000,active,COMERCIAL,ADVANCED
3e43d0c256008a001b08118be4ca944c,CUSTOMER SUCCESS,MASCULINO,29.0,7.0,3200000,retired,FRONTEND,JUNIOR
3e7e154c4c3c3d41b66f5d39e4518359,CUSTOMER SUCCESS,MASCULINO,24.0,5.0,2600000,retired,BACKEND,JUNIOR
3e8ce8dd160146795836e872d1dd9c57,CUSTOMER SUCCESS,MASCULINO,25.0,5.0,3200000,active,INTEGRACION,JUNIOR
3ea06346dc749aaa2170605363f3bade,CUSTOMER SUCCESS,MASCULINO,27.0,20.0,5500000,active,INTEGRACION,ADVANCED
3efedabedd193e397c1c9d094440d8ee,CUSTOMER SUCCESS,MASCULINO,22.0,12.0,3000000,active,FRONTEND,JUNIOR
3f1657f8acb8f2109219d423c8fff9d7,RETAIL_FINANCIAL_BD,MASCULINO,32.0,51.0,14000000,retired,ARQUITECTURA,ADVANCED
3f5e0e840dd462f1ffe5720f6abd39c5,CUSTOMER SUCCESS,FEMENINO,44.0,139.0,8500000,active,LIDERAZGO,SENIOR
3fa0f08c2b94b10372bbb00680e62763,CUSTOMER SUCCESS,MASCULINO,30.0,5.0,3005000,retired,CERTIFICACION,ADVANCED
3fbe15714241d56e0bf826d615937bd0,CUSTOMER SUCCESS,MASCULINO,29.0,8.0,1900000,retired,GROWTH_,JUNIOR
404d824b151fe44751cdabd6641de921,CUSTOMER SUCCESS,MASCULINO,31.0,20.0,5500000,active,BACKEND,ADVANCED
40ad745bb627378d7d6e96523900350a,CUSTOMER SUCCESS,MASCULINO,25.0,12.0,4700000,active,FRONTEND,ADVANCED
40f8595bd3d903256345f23342df3cb0,CUSTOMER SUCCESS,MASCULINO,36.0,9.0,5804000,active,FRONTEND,SENIOR
41103caa2bbd59809a932c1b7c7711f2,CUSTOMER SUCCESS,FEMENINO,26.0,3.0,4000000,active,INTEGRACION,JUNIOR
41a4138f3eb8d410abc1ba24a33ee438,GROWTH,FEMENINO,31.0,57.0,4250000,retired,GROWTH_,MASTER
41b63dae9ec57379c3e8c50b6483bb50,CUSTOMER SUCCESS,MASCULINO,24.0,29.0,7000000,active,FRONTEND,SENIOR
41cdc26161ba2aaf8f7ed69992afd928,CUSTOMER SUCCESS,MASCULINO,26.0,7.0,3005000,active,MOVIL,JUNIOR
41eb66611509f394f755df382e31b461,CUSTOMER SUCCESS,MASCULINO,34.0,6.0,5000000,retired,BACKEND,ADVANCED
4200e1eca148322a172dfb624a908324,CUSTOMER SUCCESS,FEMENINO,29.0,10.0,3005000,retired,CERTIFICACION,ADVANCED
4219214768201c2201d116a3d370d663,CUSTOMER SUCCESS,FEMENINO,28.0,10.0,3000000,active,EXPERIENCIA_USUARIO,JUNIOR
424219d7e2bd8567af7baf75d0ce3b43,AWS PREMIER,MASCULINO,31.0,61.0,9000000,retired,CLOUD OPS,SENIOR
426858a15b63bb035a206d9ba83b2a8b,CUSTOMER SUCCESS,MASCULINO,25.0,14.0,4300000,active,CALIDAD DE SOFTWARE,ADVANCED
429ce1bdde7e1881af8d20fab2efed15,CUSTOMER SUCCESS,FEMENINO,25.0,20.0,5500000,active,FRONTEND,ADVANCED
4300b60f16f14ab5adc214ed98301cae,CUSTOMER SUCCESS,MASCULINO,23.0,7.0,4000000,active,MOVIL,JUNIOR
4333481bb1c59bcc3350b94aeaadf848,CUSTOMER SUCCESS,MASCULINO,29.0,89.0,8000000,active,MOVIL,SENIOR
435dae58b8583aba25566a0a0c7078b0,CUSTOMER SUCCESS,MASCULINO,35.0,11.0,3006000,active,FRONTEND,JUNIOR
436b69a688573bdb160ceeee53945c5f,CUSTOMER SUCCESS,FEMENINO,41.0,17.0,15000000,retired,LIDERAZGO,ADVANCED
43872da7b6f1ce97173ace65f09efdac,CUSTOMER SUCCESS,MASCULINO,24.0,3.0,3000000,active,FRONTEND,JUNIOR
43872da7b6f1ce97173ace65f09efdac,CUSTOMER SUCCESS,MASCULINO,24.0,5.0,2050000,retired,FRONTEND,JUNIOR
43cd1a5fcd762d1f8d6dbd348402ce26,TALENT POOL,MASCULINO,22.0,1.0,2400000,active,MOVIL,TRAINEE
43cd1a5fcd762d1f8d6dbd348402ce26,TALENT POOL,MASCULINO,22.0,5.0,2050000,retired,MOVIL,TRAINEE
43dc5750024f02b0572df0f882480abe,CUSTOMER SUCCESS,MASCULINO,29.0,18.0,6000000,retired,FRONT MOVIL,MASTER
442f6c90f1a95a43b5f1a92df5cedbb1,CUSTOMER SUCCESS,MASCULINO,36.0,21.0,6000000,active,FRONTEND,SENIOR
45359db187032ceef4d79e439f6ed4b8,CUSTOMER SUCCESS,FEMENINO,32.0,17.0,4500000,active,EXPERIENCIA_USUARIO,ADVANCED
455bb04ea6b1f457c1b8472b1585864a,TALENT POOL,FEMENINO,24.0,0.0,2320000,active,BACKEND,TRAINEE
4560d9b252dce73ba921cf918b824957,CUSTOMER SUCCESS,MASCULINO,30.0,19.0,6000000,active,BACKEND,ADVANCED
456cde176c3571599ef686eb5ba3b5b5,CUSTOMER SUCCESS,MASCULINO,25.0,21.0,7000000,active,BACKEND,ADVANCED
45fd369c5432966609ebfd398ab82d99,CUSTOMER SUCCESS,MASCULINO,28.0,38.0,6000000,retired,FRONTEND,MASTER
4603ee44a983bb582860da2126c9e21f,CUSTOMER SUCCESS,MASCULINO,23.0,57.0,7000000,active,CALIDAD DE SOFTWARE,SENIOR
460d8ee45e14d4b311d8395d6a8c07fb,CUSTOMER SUCCESS,MASCULINO,36.0,4.0,15100000,active,CIENCIA DE DATOS,ADVANCED
461a4c17b72ab96125998e7611d0e0c9,CUSTOMER SUCCESS,FEMENINO,32.0,11.0,3006000,active,BACKEND,JUNIOR
4687b38f4bff69398817626e3dc89302,CUSTOMER SUCCESS,MASCULINO,27.0,5.0,2050000,retired,BACKEND,JUNIOR
4687b38f4bff69398817626e3dc89302,CUSTOMER SUCCESS,MASCULINO,27.0,1.0,3000000,active,BACKEND,JUNIOR
46a1a10f4cfb99c09ed4cce30ec3bfa8,CUSTOMER SUCCESS,MASCULINO,23.0,2.0,95,active,ARQUITECTURA,JUNIOR
46af91f342c6adef23899cc0e933a240,CUSTOMER SUCCESS,MASCULINO,35.0,68.0,5500000,retired,SOA,ADVANCED
46cc88e8e89bd2df03b569c9c2852009,CUSTOMER SUCCESS,MASCULINO,23.0,6.0,3002000,active,CALIDAD DE SOFTWARE,JUNIOR
46cc88e8e89bd2df03b569c9c2852009,CUSTOMER SUCCESS,MASCULINO,23.0,5.0,2050000,retired,CALIDAD DE SOFTWARE,TRAINEE
4759d7b50b7c5805ae735c04361983b8,CUSTOMER SUCCESS,MASCULINO,27.0,30.0,6700000,active,BACKEND,ADVANCED
475f07cc5edbe54e1ca5a825da2d449d,CUSTOMER SUCCESS,FEMENINO,24.0,16.0,5000000,active,EXPERIENCIA_USUARIO,ADVANCED
47824d1044d2c29ba290c9413508988b,CUSTOMER SUCCESS,MASCULINO,28.0,11.0,4700000,active,FRONTEND,ADVANCED
47b58b69fca996b46fd24ffe3f294266,CUSTOMER SUCCESS,MASCULINO,28.0,21.0,5500000,retired,BACKEND,ADVANCED
47c782b253a86d57745a2db3c49de542,CUSTOMER SUCCESS,FEMENINO,26.0,81.0,7800000,active,CLOUD OPS,SENIOR
47f4ea82362c6d7c4ea85c151ca9600b,TALENT POOL,MASCULINO,23.0,5.0,6000000,active,CLOUD OPS,JUNIOR
48234e639b52cb46f11afb7952bc30d4,CUSTOMER SUCCESS,FEMENINO,24.0,60.0,3508000,active,CALIDAD DE SOFTWARE,ADVANCED
48388104852a66d65bdc153a814a9d2d,PEOPLE DEVELOPMENT,MASCULINO,31.0,4.0,2500000,active,TI,ADVANCED
4872f7734afaf94d05997d6c0f9e0f72,CUSTOMER SUCCESS,FEMENINO,31.0,14.0,5000000,active,EXPERIENCIA_USUARIO,ADVANCED
48b5518ac35c214eb26e070178afa708,CUSTOMER SUCCESS,MASCULINO,42.0,9.0,5000000,retired,FRONT MOVIL,ADVANCED
48bbc8b059fafe5f00b6a14dc6b3117b,CUSTOMER SUCCESS,MASCULINO,26.0,18.0,3607000,retired,BACKEND,ADVANCED
490d6b93185272a82f7a15f00edc9316,CUSTOMER SUCCESS,MASCULINO,32.0,21.0,6000000,active,BACKEND,ADVANCED
49511a1ffad02b5b3ae8d6c769f1b6bd,CUSTOMER SUCCESS,MASCULINO,37.0,25.0,16200000,active,CIENCIA DE DATOS,SENIOR
497877a6a54ff8cf01198acabdcda0c4,CUSTOMER SUCCESS,MASCULINO,32.0,41.0,5750000,active,BACKEND,ADVANCED
499c2e64b9c3985e927ad2ec9ad9bbb9,CUSTOMER SUCCESS,MASCULINO,37.0,5.0,15080000,active,ARQUITECTURA,ADVANCED
49af8b16f0eba5eb564db916736f299c,CUSTOMER SUCCESS,MASCULINO,33.0,5.0,7000000,active,FRONTEND,ADVANCED
49f5f4955e2c6524b6106ffdab4fa687,CUSTOMER SUCCESS,MASCULINO,27.0,6.0,4000000,retired,INTEGRACION,JUNIOR
4a034e6f33d8ee658febe43d2bc5e27b,CUSTOMER SUCCESS,FEMENINO,28.0,9.0,2400000,active,FRONTEND,TRAINEE
4a1c6e39fac2ed22bf1cfdca478c4442,CUSTOMER SUCCESS,MASCULINO,29.0,16.0,6600000,active,INTEGRACION,JUNIOR
4a39986a7f9ca29a51efc5074e9d86aa,TALENT POOL,MASCULINO,19.0,5.0,1160000,active,FRONTEND,TRAINEE
4a6c352c6cab75dba27b37559cfb7cbf,CUSTOMER SUCCESS,MASCULINO,33.0,16.0,2600000,retired,CIENCIA DE DATOS,JUNIOR
4a7f50ba5fdecf1276e9d61d55775025,TALENT POOL,MASCULINO,24.0,5.0,2320000,active,BACKEND,JUNIOR
4a8a7a2ae1b2bbf54491d3b99a9e2e18,TALENT POOL,MASCULINO,30.0,6.0,3005000,active,CLOUD OPS,TRAINEE
4a9c9b403df2286228d51085e301ac3f,CUSTOMER SUCCESS,MASCULINO,26.0,17.0,6700000,active,MOVIL,ADVANCED
4b01998c81cf073833205aed036f02a7,CUSTOMER SUCCESS,FEMENINO,39.0,50.0,7000000,active,LIDERAZGO,ADVANCED
4b104bc95c14099ea25edf91c24f8884,CUSTOMER SUCCESS,MASCULINO,23.0,7.0,2800000,retired,FRONTEND,JUNIOR
4b3e385e25aef8d0681e017ecb51a762,CUSTOMER SUCCESS,MASCULINO,29.0,18.0,4000000,active,CLOUD OPS,JUNIOR
